Ref.No,X1,X2,X3,X4,X5,X6,X7,Y
63,50000,1,1,2,29,2,2,1
3496,100000,2,3,1,59,1,-1,0
23564,200000,2,5,1,39,-2,-2,0
19574,80000,2,2,2,46,0,0,0
19023,440000,2,2,2,35,-1,0,0
21446,290000,2,2,2,26,0,0,0
18115,130000,1,5,2,37,0,0,0
6424,180000,1,1,2,28,0,0,0
16228,30000,2,3,1,43,1,2,0
6503,170000,2,3,2,29,-1,-1,0
14221,70000,2,2,2,42,2,2,1
17338,430000,2,3,2,30,0,0,0
7370,50000,1,2,1,37,0,0,0
3936,130000,2,1,1,32,2,2,0
10594,20000,1,1,2,31,0,0,0
11352,70000,1,3,2,53,0,0,0
2532,240000,1,3,1,35,1,-2,1
16576,20000,1,2,2,24,0,0,0
12909,120000,1,3,2,37,2,2,1
18674,50000,2,2,2,22,0,0,0
15000,50000,1,2,2,28,0,0,0
13090,290000,1,2,2,28,0,0,0
13615,70000,2,3,3,39,0,0,0
6453,330000,1,1,1,46,-1,-1,0
837,80000,2,2,2,23,2,2,0
3910,220000,1,2,2,30,-1,-1,1
8479,50000,2,1,2,24,-1,-1,0
12544,80000,2,3,2,28,0,0,0
1459,90000,2,3,2,24,-1,-1,1
18303,50000,2,3,2,27,2,0,0
7785,20000,1,2,2,46,-1,-1,1
7627,410000,1,1,1,42,0,0,0
2928,160000,1,1,2,34,-1,-1,1
4489,140000,1,1,2,32,0,0,0
11373,20000,2,4,2,22,0,0,0
10976,200000,2,2,2,24,0,0,0
11820,340000,2,3,1,40,0,0,0
160,50000,1,3,1,57,3,2,0
11520,10000,1,1,3,46,0,0,1
20043,360000,2,2,1,45,0,-1,0
6197,20000,2,1,2,30,1,2,0
4013,360000,1,1,2,29,-2,-2,0
1447,210000,2,1,1,37,1,-1,1
9671,160000,1,1,2,27,1,-2,0
10235,50000,2,1,2,23,-1,-1,0
2096,150000,2,2,1,36,0,0,0
20075,240000,2,1,1,41,0,0,0
14791,20000,1,3,1,44,0,0,0
12534,30000,2,2,1,29,-1,-1,0
23070,200000,2,2,1,45,-1,2,0
18263,420000,1,1,1,54,-2,-1,0
15394,390000,2,3,1,58,-2,-2,0
342,50000,1,2,2,36,0,0,0
11341,170000,2,2,2,56,-1,-1,1
9346,300000,1,2,2,31,-1,-1,0
10111,240000,2,2,1,47,1,-2,0
14637,170000,1,1,2,43,-1,-1,0
18195,450000,1,3,2,38,0,0,0
23772,80000,2,3,2,60,0,0,0
14694,100000,2,2,2,34,0,0,0
15116,50000,1,3,1,51,0,0,1
13027,80000,2,1,1,40,1,-1,0
1809,140000,1,2,2,35,0,0,0
19196,50000,2,1,2,27,-1,0,0
13738,300000,1,3,1,37,-1,-1,0
13207,260000,2,2,1,40,-1,-1,0
19989,50000,2,1,2,42,2,0,1
14027,280000,2,2,2,38,0,0,0
20746,30000,1,2,2,42,-1,-1,0
13063,50000,2,3,2,48,0,0,0
4327,150000,1,1,1,41,-1,-1,0
23367,30000,2,2,1,37,-2,-2,0
2651,170000,1,1,1,40,-1,-1,1
6532,160000,1,2,2,28,-1,2,0
2095,20000,1,1,2,23,2,2,0
12145,190000,1,2,1,32,1,2,0
12335,120000,2,1,2,27,-1,-1,0
11294,120000,2,1,2,33,2,0,1
7577,50000,1,2,2,30,0,0,1
22365,100000,2,2,1,31,0,0,0
17850,180000,1,1,2,27,-1,0,0
19013,150000,2,1,1,30,-1,-1,0
22916,210000,2,2,1,34,0,0,0
15295,300000,2,1,1,43,-1,-1,0
10871,80000,1,2,1,37,2,2,1
22123,50000,2,2,2,29,0,0,0
21026,270000,1,1,2,36,-2,-2,0
23661,200000,2,2,2,33,-2,-2,0
19967,370000,2,1,1,36,-2,-2,0
11732,20000,1,2,1,51,0,0,0
9049,140000,2,2,2,30,-1,-1,0
20123,240000,2,2,1,32,0,0,0
7567,50000,2,2,1,37,0,0,0
17236,40000,2,3,1,39,2,2,1
9280,50000,1,2,1,25,1,-1,1
5476,80000,2,3,1,40,0,0,0
8064,360000,1,3,2,41,2,-1,0
23036,360000,2,2,1,42,-1,0,0
3026,20000,1,2,1,45,-2,-2,0
11606,170000,2,2,1,34,-1,-1,0
21796,110000,2,2,2,25,0,0,0
18956,50000,2,2,2,23,0,0,1
12845,200000,1,1,1,30,0,0,0
20492,150000,1,3,2,27,0,0,0
2150,230000,2,1,2,29,-1,-1,0
23880,360000,1,1,2,27,-2,-2,0
20224,70000,2,2,2,52,1,2,0
22301,320000,2,1,2,30,-2,-2,0
8162,140000,1,1,2,29,-1,-1,1
14450,280000,1,2,2,28,0,0,0
5252,330000,2,1,1,44,0,0,0
18931,210000,2,1,2,31,-1,-1,0
4941,30000,1,2,2,35,0,0,0
21326,200000,1,1,2,50,1,-1,1
7337,50000,1,2,2,25,0,-1,0
260,220000,1,1,1,48,2,0,1
22577,170000,2,2,2,34,-1,-1,0
16897,200000,1,0,2,40,1,-2,0
10978,90000,2,2,1,34,2,0,1
11319,20000,2,2,2,22,-1,2,0
21570,140000,2,1,2,25,-1,-1,0
4430,260000,2,2,1,35,0,0,0
2869,150000,2,1,2,27,-1,-1,0
12118,50000,2,2,1,49,0,0,0
2699,150000,2,3,2,47,0,0,0
12826,320000,1,1,1,58,-1,2,0
5276,80000,1,2,1,53,0,0,0
3,90000,2,2,2,34,0,0,0
22781,50000,2,3,1,44,0,0,0
17705,280000,2,2,1,41,0,0,0
2449,130000,2,2,1,29,0,0,0
14045,80000,2,1,1,45,1,2,1
14785,150000,1,1,2,28,1,-2,0
5058,20000,1,2,2,43,0,0,0
12559,50000,2,5,1,29,0,0,0
1481,500000,1,2,1,40,0,0,0
6578,160000,2,1,1,41,0,0,0
13471,200000,1,1,1,36,-2,-2,1
16921,260000,1,2,1,62,-1,-1,0
17768,320000,2,3,2,53,0,0,0
11981,230000,2,3,2,30,-2,-2,1
8939,210000,2,1,2,29,0,0,0
16464,50000,2,2,2,53,2,2,1
3365,140000,1,2,1,28,-1,-1,1
9526,150000,2,1,2,26,-1,-1,0
19567,240000,2,2,1,47,-2,-1,0
8238,40000,1,1,2,26,0,0,0
20414,30000,1,2,2,26,0,0,0
12428,200000,2,2,2,35,-1,-1,0
22610,70000,2,2,1,46,0,0,0
16573,100000,1,2,2,28,0,0,0
11429,210000,2,2,2,29,0,0,0
16278,280000,2,1,2,32,-1,0,0
691,150000,1,2,2,35,0,0,0
21442,120000,2,3,1,51,0,0,0
4147,80000,2,2,2,26,0,0,0
20014,350000,2,1,1,42,-1,2,0
3578,50000,1,3,2,42,-1,-1,1
7966,130000,1,2,1,27,0,0,1
20966,250000,1,1,2,33,0,0,0
17733,50000,2,3,2,60,2,2,1
13081,180000,2,1,2,33,0,0,0
19682,110000,2,2,1,39,0,0,0
20157,150000,2,2,1,40,0,0,0
2529,90000,2,1,2,27,-2,-2,0
8418,230000,1,2,2,39,0,0,0
11962,500000,1,1,1,42,-1,-1,0
3815,360000,2,1,1,32,-1,-1,0
23366,280000,2,3,2,48,0,0,0
18301,30000,2,3,1,47,0,0,0
5043,50000,2,3,2,58,0,0,0
8400,170000,1,1,1,38,-2,-2,0
3469,100000,2,3,1,53,1,-2,0
20506,50000,1,2,2,28,0,0,1
17116,210000,2,1,2,26,0,-1,0
20652,30000,1,2,1,22,1,2,1
347,100000,2,2,2,26,-1,-1,0
21743,20000,2,2,1,24,0,0,1
249,330000,1,1,2,25,0,0,0
17337,300000,2,2,1,36,-1,0,0
4333,300000,2,3,1,39,0,0,0
9487,350000,1,1,2,32,-1,-1,0
956,160000,1,1,1,41,0,-1,0
16827,20000,1,2,1,40,0,0,1
21917,230000,2,2,2,23,3,2,1
17218,20000,2,2,2,22,0,0,0
6999,220000,1,1,1,41,-1,-1,0
5364,500000,2,2,1,52,-1,-1,0
17211,200000,2,1,2,25,-1,-1,0
13113,200000,1,3,1,65,0,0,0
7584,140000,2,2,1,39,0,0,0
14708,30000,1,1,2,30,1,2,1
18041,50000,1,3,1,47,-1,0,0
3671,360000,2,2,2,29,1,-2,0
2791,50000,2,2,1,50,0,0,1
21409,60000,2,3,1,34,0,0,0
23092,710000,2,4,2,32,0,0,0
13040,210000,2,1,2,31,0,0,0
21072,340000,1,1,2,35,0,-1,0
16996,30000,2,3,2,23,4,4,0
23228,50000,2,3,1,31,0,0,0
9952,280000,2,2,2,24,-1,-1,1
15254,180000,2,1,2,37,0,0,0
15810,140000,2,2,1,28,0,0,0
5940,80000,2,3,2,32,1,-1,0
4586,150000,2,1,1,31,1,-2,0
9252,30000,1,2,1,39,1,2,0
3855,110000,2,2,2,32,-1,-1,0
2620,150000,2,2,1,42,1,-2,1
6641,130000,1,1,2,30,0,0,1
5336,50000,2,1,1,38,0,0,1
5818,140000,2,1,2,25,3,2,1
11833,180000,2,2,2,32,0,0,0
7483,70000,2,3,2,26,0,0,0
548,160000,2,2,2,25,-2,-2,0
16312,110000,2,3,1,40,0,0,0
13034,180000,2,2,2,25,-1,-1,0
17590,200000,2,1,1,45,-1,-1,0
16634,50000,1,2,2,25,2,2,1
22027,250000,2,2,2,29,0,0,0
17274,20000,2,3,1,32,0,0,0
1917,110000,2,2,2,28,0,0,0
7398,360000,1,2,1,43,1,-2,1
17447,30000,2,2,1,43,2,2,1
5618,50000,2,2,2,23,0,0,0
7624,20000,2,1,2,25,1,2,0
12197,20000,1,2,2,35,4,3,1
7944,30000,2,2,1,45,0,0,0
14196,170000,1,1,2,30,-2,-2,1
8084,220000,1,1,1,36,-1,-1,0
5244,70000,2,1,2,28,0,0,0
3434,20000,1,1,2,22,0,0,0
13348,20000,1,2,1,38,-1,0,0
14792,10000,2,3,1,51,2,2,1
6472,500000,2,2,2,48,-1,-1,0
3960,20000,1,3,2,23,-1,2,0
12931,50000,1,1,2,24,0,0,1
10174,360000,1,1,1,57,-1,-1,0
16747,180000,1,1,2,33,0,0,0
7425,200000,2,1,1,34,-2,-2,0
19155,230000,2,2,1,37,0,0,0
18018,50000,1,3,2,46,0,0,0
18223,200000,1,2,2,48,0,0,0
6161,370000,1,1,1,40,1,-2,1
7753,120000,1,3,2,44,4,3,1
2158,310000,2,2,2,42,0,0,0
18528,40000,2,2,2,26,0,0,0
7978,70000,2,1,2,25,0,0,1
9744,10000,1,3,2,24,-1,-1,0
15447,30000,1,2,2,22,0,0,0
9100,100000,1,2,1,50,0,0,0
13300,30000,1,2,2,24,0,0,0
6684,10000,1,1,1,38,-1,-1,1
15107,220000,1,1,1,45,-1,-1,0
5874,30000,2,1,2,27,-1,0,0
21669,80000,2,1,2,24,0,0,0
3729,110000,2,2,2,28,1,2,1
11679,140000,2,3,1,39,0,0,0
19127,70000,2,2,2,26,2,0,1
21702,70000,2,2,2,25,2,0,1
8534,80000,2,1,2,27,2,-1,0
19411,350000,2,1,2,35,-2,-2,0
22216,150000,2,1,2,26,0,-1,0
17759,20000,2,3,1,61,1,-2,1
4774,50000,1,2,2,24,0,0,0
5400,140000,2,1,2,25,-1,0,1
9385,10000,1,2,2,26,1,4,0
2316,150000,2,3,1,43,0,0,0
1007,200000,2,2,2,36,-1,-1,0
11485,30000,2,1,2,23,2,2,1
15798,50000,2,2,2,23,0,0,0
11366,200000,2,2,1,40,-1,-1,0
19497,150000,2,1,1,49,1,-2,0
23131,100000,2,1,2,28,1,2,0
724,320000,1,1,1,47,-1,-1,0
9684,440000,1,2,2,29,0,0,0
1498,130000,2,2,1,34,0,0,0
11043,100000,2,1,1,28,0,0,0
10392,80000,2,2,1,25,0,0,0
19401,80000,2,2,1,35,2,2,0
7938,150000,2,1,2,25,-1,0,0
19970,350000,2,1,2,32,-1,-1,0
18346,20000,2,1,2,22,0,-1,0
9088,240000,2,2,1,45,1,-1,0
11084,360000,2,2,2,34,1,-2,1
11062,70000,1,2,1,45,0,0,1
14077,120000,2,2,2,27,0,0,0
22573,180000,2,2,1,48,-1,-1,0
17871,10000,1,2,1,28,0,0,0
16055,300000,2,2,1,36,-1,-1,0
3183,50000,1,3,1,49,0,-1,0
5012,280000,2,1,1,49,-2,-2,1
22989,500000,2,1,2,42,0,0,0
23504,320000,2,2,1,33,0,0,0
7759,220000,1,1,2,32,0,0,1
4895,100000,2,2,1,38,1,-1,0
9469,200000,2,1,1,47,-1,-1,1
791,30000,2,2,2,51,1,2,0
19948,80000,2,3,1,44,2,0,0
15051,150000,1,3,1,37,-1,-1,0
12900,140000,2,1,2,28,-1,-1,0
4445,100000,1,2,2,36,8,7,0
8795,90000,2,1,2,27,-1,-1,1
8121,90000,2,2,2,53,0,0,0
5741,180000,1,1,2,34,-1,0,0
8913,230000,2,3,2,34,0,-1,0
8504,280000,2,1,2,28,-1,-1,0
5031,500000,1,1,1,40,-1,-1,1
2866,70000,1,1,1,42,0,0,0
23969,120000,1,2,2,25,1,2,1
8393,500000,1,2,2,32,-1,-1,1
9948,180000,2,1,2,29,0,0,0
22525,190000,2,1,2,38,0,0,0
16564,50000,1,2,1,27,0,0,0
16305,30000,2,2,1,33,4,3,1
22738,470000,2,1,2,32,1,-2,0
5499,150000,1,1,2,66,0,0,0
13632,60000,2,2,2,24,0,0,0
19580,230000,2,2,1,44,-1,-1,0
10642,120000,2,3,2,40,0,0,1
12582,160000,2,3,1,39,0,0,0
16265,70000,2,2,1,40,1,2,1
21798,200000,2,2,2,25,-1,-1,0
5602,70000,2,2,2,33,0,0,0
23539,250000,2,1,2,36,-2,-2,0
4875,210000,2,2,3,52,-1,-1,0
15803,100000,2,2,2,24,2,0,0
19573,90000,2,2,1,39,-2,-2,1
9157,180000,2,2,1,39,0,0,0
23507,260000,2,1,2,33,-2,-2,1
16361,240000,2,1,2,33,-2,-2,0
15154,50000,2,2,2,23,2,0,1
17828,50000,1,5,2,23,0,0,0
10259,160000,2,2,1,38,-1,-1,0
5914,150000,2,2,2,26,0,0,0
20026,70000,2,2,2,30,-1,0,1
7204,50000,1,2,1,50,0,0,0
7058,360000,1,2,2,28,0,0,0
6279,20000,2,3,2,54,0,0,0
8642,20000,1,1,2,23,1,2,1
1766,30000,2,1,2,27,0,0,1
14839,120000,2,1,1,37,-1,-1,0
9883,70000,2,3,1,47,1,-2,0
6489,500000,2,1,2,39,-1,0,0
23455,210000,2,2,2,31,-1,-1,1
9375,50000,1,2,2,28,0,0,0
6547,50000,1,2,2,26,0,0,0
22075,360000,2,2,2,27,0,0,0
10308,80000,1,4,2,30,0,0,0
20743,180000,1,2,1,46,-2,-2,1
17670,500000,2,2,1,44,0,0,0
9224,310000,1,1,1,47,-2,-2,0
16429,50000,2,3,1,47,0,-1,0
16085,50000,2,2,1,43,-1,-1,0
7466,200000,1,2,2,36,0,0,1
20712,360000,1,2,1,40,-1,-1,0
13192,120000,2,2,1,48,0,0,0
11397,50000,2,2,2,32,1,2,0
2836,50000,1,1,1,27,2,2,1
5771,180000,1,2,1,38,1,2,1
9377,450000,2,1,1,69,-1,-1,1
21225,40000,1,2,1,47,0,0,0
2187,30000,2,3,1,39,0,0,1
23598,400000,2,2,2,43,-2,-2,0
18974,50000,2,1,2,28,0,0,0
14082,80000,1,1,1,41,2,2,1
7993,50000,2,2,2,23,2,2,1
481,250000,2,2,1,40,0,0,0
16397,100000,2,2,1,39,2,0,0
18981,80000,2,2,2,32,-2,-2,0
23039,320000,2,2,1,46,-2,-2,0
14215,30000,2,3,2,50,-1,-1,1
14374,50000,2,1,2,24,-1,-1,1
17509,240000,2,1,1,37,0,0,1
6830,180000,1,2,1,53,0,0,1
3080,80000,2,3,1,33,-1,-1,0
21897,180000,2,2,1,27,1,-1,0
13585,50000,2,2,2,23,1,2,0
13240,20000,1,3,2,34,-1,-1,1
8021,30000,2,2,1,45,0,0,1
5074,80000,2,2,1,41,-2,-2,0
21553,50000,2,2,2,23,-1,-1,0
5830,10000,2,1,2,22,0,0,0
5553,10000,1,2,2,27,1,-1,0
9347,10000,2,2,2,24,0,0,1
18296,360000,1,3,2,54,-2,-2,1
1171,140000,2,1,2,28,0,0,1
16480,20000,2,3,1,56,1,2,1
11111,40000,1,2,1,42,-1,-1,0
7210,230000,2,5,2,23,0,0,0
3718,30000,2,1,2,29,1,-2,0
18555,70000,2,2,2,25,1,2,1
12150,300000,1,1,1,42,1,2,0
21079,50000,1,2,2,34,0,0,0
5433,80000,1,2,2,28,-1,0,0
9898,200000,2,2,1,34,1,-1,1
981,70000,2,1,2,24,0,0,0
14162,50000,1,2,2,25,-1,3,1
19827,20000,2,3,1,43,0,0,0
7427,260000,2,2,2,45,0,0,0
19392,150000,2,2,1,43,-2,-2,0
1392,170000,2,1,2,30,-1,0,0
12631,80000,2,2,2,27,0,0,0
17780,80000,2,2,1,61,0,0,0
10032,120000,1,1,1,41,-1,-1,0
14602,30000,2,3,1,29,-1,-1,0
3019,20000,1,1,1,34,2,0,0
13717,100000,2,2,1,38,1,2,0
6585,260000,2,1,2,36,-1,-1,0
1523,90000,2,1,2,27,0,0,0
8309,80000,1,1,2,25,-2,-2,0
12311,80000,2,1,2,23,0,0,0
16642,200000,1,2,2,32,0,0,0
20334,350000,2,3,1,64,0,0,0
21764,60000,2,2,2,24,-2,-2,0
4326,280000,2,1,2,30,0,0,0
4338,140000,2,2,3,30,0,0,0
16970,300000,1,1,2,55,-2,-2,1
9182,140000,2,2,2,25,0,0,0
9277,450000,1,1,2,31,-1,-1,0
6586,100000,1,2,2,26,2,2,0
10227,140000,2,3,1,51,0,0,0
15106,180000,1,1,2,36,-2,-2,0
15069,280000,1,1,1,35,0,0,0
11957,130000,1,3,1,49,0,0,0
3964,90000,2,2,2,23,2,2,1
13588,20000,2,1,1,34,0,0,0
21219,160000,1,2,2,34,0,0,0
4815,80000,1,1,1,38,-1,-1,0
13463,50000,1,1,2,25,0,0,0
14354,30000,2,3,2,28,0,0,0
18881,400000,2,1,2,30,-2,-2,0
23753,500000,2,1,1,58,1,-1,1
13563,210000,2,1,2,56,0,0,0
6086,140000,2,1,1,37,0,0,1
795,50000,2,1,1,34,0,0,0
3710,50000,2,2,2,29,0,0,1
22313,300000,2,2,2,30,0,0,0
17455,210000,2,2,1,45,0,0,0
13364,260000,2,2,2,33,-2,-1,0
16357,130000,2,3,1,44,0,0,0
14552,140000,2,2,2,27,2,2,0
2864,50000,1,2,1,37,0,0,0
1326,170000,1,3,1,48,2,-1,0
13770,240000,1,2,2,67,0,0,0
20081,240000,2,2,1,41,-2,-1,0
945,50000,2,2,2,23,-2,-2,0
18215,130000,1,2,1,50,0,0,0
6466,330000,2,1,2,34,0,0,0
1643,20000,1,2,2,44,0,0,1
9978,390000,2,1,1,34,-1,-1,0
16834,10000,1,2,1,45,1,2,0
19851,160000,2,5,1,45,0,0,0
12904,100000,1,3,2,27,0,0,0
5606,340000,2,1,1,39,0,0,0
17936,70000,1,3,1,37,0,0,0
22902,30000,2,2,1,43,0,0,0
17449,120000,2,1,1,33,0,0,1
14911,310000,2,1,2,27,0,0,0
6994,180000,2,1,2,28,1,-2,0
9086,30000,2,2,1,44,0,-1,0
15942,110000,2,2,2,32,3,2,0
6098,50000,1,2,1,38,0,0,1
1148,360000,1,1,2,33,1,2,0
431,90000,2,2,2,25,0,0,0
7845,90000,2,2,1,36,1,-2,0
13322,70000,2,1,2,27,0,0,0
21290,20000,1,3,2,59,2,2,0
8690,230000,2,1,2,26,-1,-1,1
11598,300000,2,1,2,44,-2,-2,0
17434,210000,2,2,2,45,1,-2,0
1980,500000,2,1,1,35,0,0,1
14978,200000,1,1,1,29,-1,-1,0
16560,310000,1,1,1,29,1,2,1
23056,30000,2,2,2,29,-2,-2,0
23788,30000,2,2,1,49,1,2,0
12110,420000,1,1,1,54,-1,-1,0
17847,200000,1,1,2,26,2,2,1
7262,10000,1,1,2,25,0,0,0
9368,130000,2,1,1,36,-1,-1,0
5462,190000,2,2,1,48,0,0,0
4616,30000,1,3,2,23,2,0,1
7963,50000,1,2,1,34,0,0,0
9996,140000,2,1,2,31,1,-2,0
10956,340000,2,1,2,36,0,0,0
20051,10000,2,2,3,43,0,0,0
23580,230000,2,2,1,40,-1,-1,0
12081,50000,2,2,1,36,-1,-1,0
12608,50000,2,2,2,29,0,0,0
5875,100000,1,3,1,35,2,2,1
3000,50000,2,2,3,52,0,0,0
6953,180000,2,2,2,31,0,0,0
16675,100000,1,2,1,48,0,0,0
15646,130000,2,3,1,42,1,-2,0
7434,170000,2,1,2,25,-1,-1,1
12579,500000,1,1,1,56,-1,-1,0
13344,180000,1,1,2,29,0,0,0
4937,20000,1,1,2,24,-1,-1,0
2738,240000,2,2,1,47,1,2,1
13008,60000,2,2,1,41,0,0,0
23040,220000,2,1,1,41,8,7,1
15143,20000,2,3,2,26,0,0,0
18052,360000,1,3,1,42,-2,-2,0
14630,320000,2,1,1,39,0,0,0
19425,90000,2,1,2,33,-1,-1,0
11911,140000,1,3,1,45,-1,-1,0
8221,140000,2,2,2,26,-1,0,0
4259,310000,2,1,1,37,-1,-1,0
7736,30000,2,1,2,28,0,0,0
5545,200000,1,1,2,27,1,-2,0
11988,20000,1,3,1,36,2,2,1
12063,240000,1,2,2,27,1,-2,0
84,400000,2,2,1,44,0,0,0
23020,110000,2,1,1,43,0,0,1
22330,110000,2,1,2,27,0,0,0
19502,170000,2,5,1,39,-1,-1,0
3570,200000,2,1,2,39,0,0,0
19663,320000,2,1,2,44,-1,-1,0
23823,120000,2,1,1,47,-1,-1,1
23035,210000,2,2,1,40,-2,-2,0
15138,450000,1,2,1,66,-2,-2,0
3523,50000,1,1,2,33,0,0,0
15455,20000,1,2,2,23,2,2,1
15410,140000,2,2,1,48,0,0,0
23450,600000,2,3,2,44,0,0,0
7609,120000,2,2,2,33,1,-1,1
15786,150000,2,2,1,24,0,-1,0
11057,220000,2,1,2,27,-1,-1,1
13415,240000,1,1,2,34,1,2,0
23946,20000,1,2,2,22,0,0,0
16703,30000,1,3,1,47,0,0,0
17089,60000,2,1,2,23,0,0,0
3292,120000,1,1,2,31,2,0,1
8910,50000,1,3,1,38,-1,-1,0
13278,150000,1,1,2,32,-1,-1,0
15811,10000,2,1,2,27,2,0,1
14035,180000,2,2,2,36,0,0,1
10349,500000,1,1,2,35,-1,-1,0
5362,230000,1,2,1,34,0,0,0
22461,170000,2,2,1,42,0,0,0
1315,50000,2,1,1,37,2,0,0
7916,400000,1,1,2,29,-1,-1,0
10458,260000,2,2,1,38,-1,-1,0
23407,60000,2,2,3,34,1,-1,0
4051,160000,2,3,2,30,-1,-1,0
8318,60000,1,1,1,37,0,0,0
17726,320000,2,2,1,53,0,0,0
10252,180000,2,3,1,56,-1,-1,1
2845,100000,2,1,2,29,-1,-1,0
20853,50000,1,1,2,32,1,2,1
17359,120000,2,2,1,42,2,2,1
8844,40000,2,3,1,24,1,8,0
10470,80000,2,3,2,54,0,-1,0
18075,40000,1,1,2,34,0,0,1
18862,100000,2,2,2,27,0,0,0
23174,180000,2,2,2,36,-1,-1,0
12138,180000,2,2,2,28,0,0,0
4750,50000,1,2,1,58,-1,-1,0
6674,30000,1,1,2,34,1,2,0
7155,70000,2,3,1,27,2,2,1
19273,360000,2,1,2,32,0,0,0
21301,20000,1,2,1,50,0,0,0
8708,100000,2,2,2,29,2,0,1
11320,50000,2,2,1,32,1,-2,1
22820,500000,2,1,2,37,0,0,0
21831,110000,2,2,2,27,1,-2,1
21908,260000,2,2,1,27,0,0,0
10811,380000,2,2,2,41,0,0,0
14681,50000,2,2,2,28,0,0,0
16479,20000,2,3,1,52,2,0,1
13015,50000,2,2,2,23,0,0,0
10644,360000,2,3,1,38,1,2,0
17106,60000,2,3,1,25,0,0,1
22450,120000,2,2,1,41,-1,-1,0
10814,290000,2,1,2,29,0,0,0
21057,100000,1,1,2,34,0,0,1
12164,50000,1,1,2,42,1,2,0
20356,360000,1,1,2,29,-1,-1,0
8242,100000,1,3,2,26,2,0,1
12949,130000,2,1,2,24,2,0,1
9639,70000,2,3,2,25,0,0,0
8845,300000,2,2,1,66,1,-1,0
14783,70000,2,1,2,30,0,0,0
9202,60000,1,2,2,33,0,0,0
9633,50000,1,3,1,41,4,3,1
21266,20000,1,2,1,50,0,0,0
3002,230000,1,3,2,28,0,-1,0
9296,30000,1,2,2,35,0,0,1
6729,60000,1,3,2,25,0,0,0
12589,30000,2,3,1,44,2,2,1
7456,330000,1,1,1,43,1,-2,1
10874,60000,1,2,1,46,2,0,1
18187,300000,1,2,1,35,0,0,1
5056,80000,2,1,2,25,-1,-1,0
12490,260000,2,1,1,44,-1,-1,1
5461,230000,1,1,2,39,-1,-1,0
633,20000,2,3,1,25,0,0,0
12972,240000,2,1,2,29,-1,-1,1
23301,340000,2,2,1,33,-2,-1,0
21344,20000,1,2,1,53,1,2,0
10045,200000,2,1,1,44,1,-2,0
8169,180000,2,1,1,47,0,0,0
5509,70000,1,3,1,39,0,0,0
16918,350000,1,2,1,51,0,0,0
20574,180000,1,1,2,29,0,0,0
10700,140000,1,2,1,73,0,0,0
20692,130000,1,3,2,28,0,0,0
19393,410000,2,1,2,31,0,0,0
12816,20000,1,2,2,22,0,0,0
1260,50000,1,1,2,24,2,2,0
6567,160000,2,2,1,32,0,0,1
21902,140000,2,1,2,27,0,0,0
16914,50000,1,2,2,60,0,0,0
525,210000,2,1,2,32,0,0,0
15248,30000,2,1,2,29,0,0,0
402,60000,2,3,3,42,0,0,0
875,20000,2,3,1,40,-1,-1,0
11332,20000,1,2,2,24,-2,-2,0
18422,160000,2,2,2,25,1,-1,1
9358,360000,2,1,2,33,-2,-1,0
13329,390000,2,1,2,31,0,0,1
5307,500000,1,2,1,31,0,0,0
3128,210000,1,2,1,42,-1,-1,0
16410,420000,2,1,2,31,0,0,0
20115,200000,2,1,2,44,0,0,0
21028,50000,1,2,1,39,2,3,1
10495,230000,2,1,2,33,-1,-1,0
21224,90000,1,2,2,34,0,0,0
5551,90000,1,3,1,53,0,0,0
4201,300000,2,3,1,41,1,-1,0
9279,180000,1,2,1,33,0,0,0
6690,50000,2,2,1,29,-2,-2,0
2953,30000,2,2,1,26,1,2,0
18566,390000,2,1,2,26,-2,-2,0
5186,200000,2,5,2,34,-1,-1,0
9074,110000,2,1,2,35,-1,2,0
23848,230000,2,1,2,53,-2,-2,0
9597,30000,1,2,2,41,-1,0,0
17858,140000,1,1,2,25,0,0,0
2330,90000,2,2,1,36,0,0,0
12272,280000,2,1,2,32,-1,-1,0
1187,20000,1,2,1,30,-1,-1,1
75,340000,1,1,2,32,-1,-1,0
23068,440000,2,1,2,33,0,0,0
12937,220000,2,1,1,32,1,2,0
14867,420000,1,1,1,60,0,0,0
19222,330000,2,5,1,36,0,-1,0
12280,80000,2,2,1,27,-1,-1,0
16113,370000,2,2,1,45,0,0,0
7444,170000,1,3,2,26,2,0,1
1245,10000,1,3,2,35,0,0,0
16683,350000,1,2,2,36,0,0,0
13975,120000,2,3,1,45,-2,-2,0
10498,30000,2,3,2,43,2,2,0
20851,200000,1,2,1,33,0,0,0
6243,50000,1,2,2,25,0,0,0
759,420000,2,2,2,31,0,0,0
21113,290000,1,2,1,38,1,2,0
8873,500000,2,2,2,37,0,0,0
19244,60000,2,2,1,47,0,0,1
12448,100000,2,2,2,28,2,0,0
16850,150000,1,1,1,41,2,2,1
1564,30000,2,3,1,56,0,0,0
11325,70000,1,2,2,29,0,0,1
22619,80000,2,1,2,36,2,0,1
3872,50000,1,2,2,25,2,0,1
23928,20000,1,6,2,21,0,0,0
14912,240000,1,2,1,42,0,0,0
15985,240000,2,2,2,48,0,0,1
13611,280000,2,1,1,29,0,0,0
18769,80000,2,2,1,28,0,0,0
2140,260000,1,1,1,43,1,-2,1
1093,210000,1,3,1,29,1,2,0
18863,50000,2,1,2,27,1,-1,1
22888,210000,2,1,2,36,-2,-2,0
12570,130000,1,2,1,49,0,0,0
16220,180000,2,1,2,44,0,0,1
